,SD01,SD02_01,SD03_01,SD04,SD05_01,SD06,SD07,HI01,HI02,HI03,HI04,HI05,HI06,VR01,VR02,VR03,VR03_01,VR03_02,VR03_03,VR03_04,VR03_05,VR04_01,VR04_02,VR04_03,VR04_04,VR04_05,VR04_06,VR05_01,VR05_02,VR05_03,VR06,HM01,HM02_01,HM03,HM04_01,HM05,HM06,HM07_01,HM07_02,HM07_03,HM07_04,HM07_05,HM07_06,K001,IS01_01,IS01_02,IS01_03,IS01_04,IS01_05,IS01_06,IS01_07,IS01_08,IS01_09,IS01_10,IS02_01,IS03_01,IO01,IO02,IO03,IO04,IO05,IO06,RW01_01,RW02_01,RW03_01,RW03_02,RW03_03,RW04_01,RW04_02,RW04_03,RW05_01,RW05_02,RW05_03,H101,H102_01,H102_02,H102_03,H102_04,H102_05,H102_06,H102_07,H103,H104_01,H104_02,H104_03,H105_01,H106_01,H201_01,H201_02,H202_01,H202_02,H202_03,CL01_01,CL01_02,CL01_03,CL01_04,CL01_05,CL01_06,CA01_01,CA01_02,CA01_03,CA01_04,CA01_05,CA01_06,CS01_01,CS01_02,CS01_03,CS01_04,CS01_05,CS01_06,US01_01,US01_02,US01_03,US01_04,unsicherheit_score,coping_score,risikowahrnehmung_score,handlungsbereitschaft_score,informationsverstaendnissubjektiv_score,quiz_score,M501_01,M501_02,M501_03,M501_04,M501_05,M501_06,M502_01,M502_02,M502_03,Zielgruppe
75,Weiblich,1974,09111,Hochschulabschluß,1,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,0 bis 5 Jahres,2. Etage oder höher,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,eher ja,ja,ja,ja,ja,Dass sie über diesen Sachverhalt überhaupt aufklärt,"Eigentlich nichts, weil ich mich natürlich auch selbst informieren muss",Option B,Option B,Option A,Option A,Option B,Option B,eher ja,eher gering,eher gering,eher gering,eher gering,3,4,3,eher hoch,eher gering,eher gering,Ja,,,,,,,,Ja,,,,,,ja,ja,ja,ja,ja,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,Keine Angabe,stimme eher zu,Keine Angabe,stimme zu,Keine Angabe,Keine Angabe,Keine Angabe,stimme zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,2.0,2.4444444444444446,2.0,4.0,4.9,0.8333333333333334,not_clicked,not_clicked,not_clicked,not_clicked,clicked,not_clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Mieter*innen
76,Weiblich,1967,09127,Ausbildung,1,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,länger als 10 Jahre,1. Etage,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,eher ja,ja,eher ja,ja,ja,ja,ja,"gut, weil sehr informativ",nichts,Option B,Option B,Option A,Option A,Option B,Option B,ja,hoch,eher gering,eher gering,eher gering,4,4,4,hoch,hoch,hoch,Nein,nein,nein,nein,nein,nein,nein,ja,Ja,,,,"Diese Maßnahme muss der Vermieter veranlassen, der ich nicht bin.",,ja,eher nein,ja,eher nein,nein,stimme nicht zu,stimme zu,stimme zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme zu,stimme zu,Keine Angabe,stimme eher nicht zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,stimme nicht zu,stimme nicht zu,2.0,2.9444444444444446,2.0,2.6,4.8,1.0,clicked,clicked,clicked,clicked,clicked,clicked,not_clicked,not_clicked,clicked,Radon-Gebiet-Mieter*innen
77,Männlich,1962,01705,Ausbildung,2,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,1. Etage,Ja,Edelgas,2,Nicht ausgewählt,ausgewählt,ausgewählt,Nicht ausgewählt,Nicht ausgewählt,eher ja,eher ja,eher ja,eher ja,eher ja,eher ja,eher hoch,hoch,hoch,Nein,Nein,,Nein,,Nein,Nein,eher geringe Wirksamkeit,keine Wirksamkeit,eher hohe Wirksamkeit,keine Wirksamkeit,keine Wirksamkeit,eher geringe Wirksamkeit,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,ja,ja,ja,ja,eher ja,,,Option B,Option B,Option A,Option A,ich weiss es nicht,Option A,nein,hoch,eher gering,eher gering,eher gering,4,4,1,hoch,hoch,hoch,Nein,nein,nein,nein,nein,nein,nein,ja,Nein,nein,nein,ja,,,ja,nein,ja,nein,nein,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme nicht zu,stimme zu,stimme zu,stimme zu,stimme nicht zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme nicht zu,1.75,3.2222222222222223,2.0,2.2,4.9,0.8333333333333334,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Mieter*innen
78,Männlich,1959,08233,Ausbildung,1,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,1. Etage,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,eher ja,ja,eher ja,eher ja,eher ja,eher ja,eher ja,eher ja,Auch für Laien verständlich,Nichts,Option B,Option B,Option A,Option A,Option A,Option A,eher ja,eher hoch,eher gering,eher gering,eher gering,4,3,3,eher hoch,eher gering,eher gering,Nein,nein,nein,nein,eher ja,eher nein,nein,nein,Ja,,,,Als Mieter habe ich keinen Einfluss auf eventuelle Messungen,,eher ja,eher ja,eher ja,eher ja,eher ja,stimme nicht zu,stimme zu,stimme eher zu,stimme zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme zu,Keine Angabe,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,2.75,3.1666666666666665,2.0,3.0,4.1,0.8333333333333334,clicked,clicked,clicked,clicked,clicked,clicked,not_clicked,clicked,clicked,Angrenzend zu einem Radon-Gebieten-Mieter*innen
79,Weiblich,1992,09111,Ausbildung,3,Ja,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,0 bis 5 Jahres,Erdgeschoß,Nein,,,,,,,,,,,,,,,,,Nein,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,mittelmäßig,eher ja,Keine Angabe,Keine Angabe,mittelmäßig,eher nein,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,,,Option B,Option B,Option A,Option A,Option A,Option B,nein,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,3,3,-1,eher gering,eher gering,eher gering,Nein,Keine Angabe,Keine Angabe,Keine Angabe,eher ja,eher ja,Keine Angabe,eher ja,Nein,ja,ja,ja,,,ja,ja,ja,ja,ja,Keine Angabe,Keine Angabe,Keine Angabe,stimme zu,stimme nicht zu,stimme zu,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,stimme nicht zu,Keine Angabe,stimme nicht zu,stimme nicht zu,0.75,0.6666666666666666,0.0,4.0,1.2,0.5,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Mieter*innen
80,Weiblich,1960,08527,Schulabschluß,2,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,0 bis 5 Jahres,Erdgeschoß,Nein,,,,,,,,,,,,,,,,,Nein,,,,,,,,,,,,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,eher nein,mittelmäßig,mittelmäßig,mittelmäßig,eher nein,ist mir zu lange,es ist zu lange  zu viele infomationen  einfacher was soll man tun ,Option B,Option B,Option A,Option A,Option B,Option B,eher nein,eher gering,eher gering,eher gering,eher gering,3,4,3,eher gering,eher gering,eher gering,Ja,,,,,,,,Ja,,,,,,ja,eher ja,ja,ja,ja,stimme eher zu,Keine Angabe,stimme nicht zu,stimme zu,stimme zu,stimme eher nicht zu,Keine Angabe,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,Keine Angabe,stimme eher zu,stimme zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,2.75,2.1666666666666665,2.0,3.8,2.8,0.5,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Mieter*innen
81,Weiblich,1948,09111,Ausbildung,1,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,länger als 10 Jahre,2. Etage oder höher,Nein,,,,,,,,,,,,,,,,,Nein,,,,,,,,,,,,,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,ja,ja,ja,ja,ja,die ausführlichen Erläuterungen,nichts,Option B,Option B,Option A,Option A,Option B,Option B,ja,hoch,eher gering,eher gering,gering,4,4,4,eher hoch,eher hoch,hoch,Nein,Keine Angabe,nein,Keine Angabe,ja,eher nein,Keine Angabe,ja,Ja,,,,"Ich wohne zur Miete. Wenn erforderlich, dann veranlasst mein Vermieter eine solche Messung.",,ja,ja,ja,ja,ja,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,1.0,3.888888888888889,1.6666666666666667,4.0,5.0,0.6666666666666666,clicked,clicked,clicked,clicked,clicked,clicked,not_clicked,clicked,clicked,Radon-Gebiet-Mieter*innen
82,Weiblich,1991,09125,Hochschulabschluß,4,Ja,Ja,Ich wohne zur Miete.,Nein,in einem  Ein- oder Zweifamilienhaus,6 bis 10 Jahre,6 bis 10 Jahre,1. Etage,Ja,mathematischer Algorithmus,2,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,ausgewählt,Nicht ausgewählt,eher nein,nein,eher ja,eher nein,eher ja,eher nein,eher hoch,eher gering,eher hoch,Ja,Nein,,Nein,,Nein,Ja,eher geringe Wirksamkeit,keine Wirksamkeit,hohe Wirksamkeit,eher hohe Wirksamkeit,eher hohe Wirksamkeit,eher geringe Wirksamkeit,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,eher ja,eher nein,mittelmäßig,mittelmäßig,mittelmäßig,mittelmäßig,eher nein,mittelmäßig,mittelmäßig,eher ja,Keine Angabe,Keine Angabe,Option B,Option B,Option A,Option A,Option B,Option A,eher ja,eher gering,eher hoch,eher gering,eher gering,2,2,2,eher hoch,eher gering,eher hoch,Nein,ja,eher nein,eher nein,eher nein,eher ja,nein,eher ja,Ja,,,,,,eher ja,eher nein,eher nein,ja,eher ja,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,2.75,2.388888888888889,2.3333333333333335,2.8,3.0,0.5,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Mieter*innen
83,Männlich,1980,01728,Ausbildung,2,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,0 bis 5 Jahres,2. Etage oder höher,Ja,Edelgas,2,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,Nicht ausgewählt,ausgewählt,ja,nein,ja,ja,ja,nein,eher hoch,hoch,hoch,Ja,Nein,,Nein,,Nein,Ja,eher hohe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,hohe Wirksamkeit,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,ja,mittelmäßig,eher ja,mittelmäßig,mittelmäßig,eher ja,eher ja,mittelmäßig,,,Option B,Option B,Option A,Option A,Option B,Option B,eher nein,eher gering,eher gering,eher gering,eher gering,3,3,3,eher hoch,eher hoch,eher hoch,Nein,nein,eher ja,Keine Angabe,Keine Angabe,eher nein,Keine Angabe,nein,Ja,,,,,,ja,eher ja,ja,eher ja,eher ja,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme nicht zu,stimme eher nicht zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,Keine Angabe,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,2.5,2.888888888888889,2.0,3.4,3.7,1.0,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Mieter*innen
84,Männlich,1956,09405,Hochschulabschluß,1,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,länger als 10 Jahre,Erdgeschoß,Ja,Edelgas,2,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,Nicht ausgewählt,ausgewählt,eher ja,eher ja,ja,eher ja,eher ja,eher ja,eher hoch,eher hoch,eher gering,Ja,Nein,,Nein,,Nein,Nein,eher hohe Wirksamkeit,keine Wirksamkeit,eher geringe Wirksamkeit,keine Wirksamkeit,eher geringe Wirksamkeit,eher hohe Wirksamkeit,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,ja,eher ja,ja,ja,eher ja,Die visuelle Aufbereitung.,"Es fehlt ein Absatz zur Darstellung des Themas ""Radon als Wellnessfaktor"". Wirkungsweise und Prinzip, weshalb einerseits schädlich und andererseits nützlich. Das vermeidet Irritationen.",Option B,Option B,Option A,Option A,Option A,Option B,eher nein,eher hoch,eher gering,eher gering,gering,4,3,3,eher hoch,eher hoch,eher gering,Nein,nein,nein,nein,ja,nein,nein,nein,Ja,,,,Die örtliche Lage der Wohnanlage.,,ja,eher ja,ja,ja,eher ja,stimme eher nicht zu,stimme zu,stimme eher zu,stimme eher zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme eher zu,Keine Angabe,stimme eher zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme eher nicht zu,1.25,3.388888888888889,1.6666666666666667,3.6,4.8,0.8333333333333334,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Mieter*innen
85,Weiblich,1997,90602,Schulabschluß,4,Ja,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,0 bis 5 Jahres,6 bis 10 Jahre,Erdgeschoß,Ja,Fahrrad,1,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,Nicht ausgewählt,Nicht ausgewählt,eher nein,eher ja,eher ja,eher nein,eher nein,eher nein,eher hoch,eher gering,eher gering,Ja,Nein,,Nein,,Nein,Nein,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,eher ja,eher ja,eher ja,nein,eher ja,eher ja,eher ja,eher ja,,,Option B,Option B,Option A,Option A,Option B,Option B,eher nein,eher gering,eher gering,eher gering,hoch,3,3,2,eher hoch,eher gering,eher hoch,Nein,eher ja,eher nein,eher nein,eher ja,eher ja,eher ja,eher nein,Ja,,,,,,eher nein,eher nein,eher ja,eher nein,eher ja,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,2.75,2.5,2.6666666666666665,2.4,3.7,0.3333333333333333,clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Radon-Gebiet-Eigentum*innen
86,Männlich,1971,95478,Ausbildung,2,Nein,Ja,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,6 bis 10 Jahre,länger als 10 Jahre,Keine Angabe,Ja,Edelgas,3,Nicht ausgewählt,ausgewählt,ausgewählt,Nicht ausgewählt,ausgewählt,ja,eher ja,ja,eher ja,eher nein,eher nein,eher hoch,eher hoch,eher hoch,Ja,Nein,,Nein,,Nein,Nein,hohe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,keine Wirksamkeit,eher geringe Wirksamkeit,eher hohe Wirksamkeit,Ich wohne in einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte über dem Referenzwert von 100 kBq/m3 an.,ja,ja,nein,eher ja,eher ja,ja,eher ja,eher ja,eher ja,eher ja,gutes design,n.a.,Option B,Option B,Option A,Option A,Option B,Option A,nein,eher gering,gering,gering,gering,3,4,4,eher hoch,eher hoch,eher hoch,Nein,nein,nein,eher ja,eher ja,eher nein,nein,nein,Keine Angabe,,,,,,eher ja,eher nein,ja,eher ja,Keine Angabe,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,1.0,3.5,1.0,2.4,4.0,0.8333333333333334,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,clicked,clicked,not_clicked,Radon-Gebiet-Eigentum*innen
87,Weiblich,1998,09130,Schulabschluß,2,Nein,Nein,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,0 bis 5 Jahres,0 bis 5 Jahres,2. Etage oder höher,Nein,,,,,,,,,,,,,,,,,Ja,,,,,,,,,,,,,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,eher ja,eher ja,eher ja,ja,eher ja,ja,ja,eher ja,die gute Aufklärung über Radon und seine Entstehung,nichts,Option B,Option B,Option A,Option A,Option B,Option B,eher nein,eher hoch,eher gering,eher gering,gering,3,3,3,eher hoch,eher hoch,eher hoch,Nein,eher ja,eher ja,eher ja,ja,ja,eher nein,ja,Ja,,,,,,ja,eher nein,ja,eher ja,eher nein,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher zu,2.5,3.1666666666666665,1.6666666666666667,3.0,4.3,0.5,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Mieter*innen
88,Männlich,1981,01796,Hochschulabschluß,1,Nein,Ja,Ich wohne zur Miete.,Nein,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,6 bis 10 Jahre,2. Etage oder höher,Ja,Edelgas,2,Nicht ausgewählt,ausgewählt,ausgewählt,Nicht ausgewählt,Nicht ausgewählt,ja,ja,ja,eher ja,ja,eher nein,eher hoch,eher hoch,eher gering,Ja,Nein,,Nein,,Nein,Nein,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher hohe Wirksamkeit,eher hohe Wirksamkeit,eher geringe Wirksamkeit,eher hohe Wirksamkeit,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,eher ja,eher ja,mittelmäßig,eher ja,eher ja,eher ja,mittelmäßig,eher ja,eher ja,eher ja,,,Option B,Option A,ich weiss es nicht,Option A,Option A,Option A,eher ja,eher hoch,eher hoch,eher hoch,eher gering,4,3,2,eher hoch,eher hoch,eher gering,Ja,,,,,,,,Ja,,,,,,eher ja,eher ja,eher ja,eher ja,ja,stimme zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme eher nicht zu,stimme nicht zu,stimme zu,stimme eher zu,stimme eher zu,stimme zu,stimme zu,stimme eher zu,stimme zu,stimme eher zu,stimme eher zu,stimme eher nicht zu,stimme zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,2.0,2.7222222222222223,2.6666666666666665,3.2,3.8,0.6666666666666666,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Mieter*innen
89,Weiblich,1934,01328,Hochschulabschluß,2,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Ja,in einem Mehrfamilienhaus oder einer Wohnung,länger als 10 Jahre,länger als 10 Jahre,Keine Angabe,Ja,Edelgas,1,Nicht ausgewählt,Nicht ausgewählt,ausgewählt,Nicht ausgewählt,Nicht ausgewählt,eher ja,ja,ja,Keine Angabe,eher ja,eher ja,eher hoch,eher hoch,gering,Ja,Nein,,Nein,,Nein,Nein,eher hohe Wirksamkeit,eher geringe Wirksamkeit,eher hohe Wirksamkeit,Keine Angabe,Keine Angabe,eher hohe Wirksamkeit,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,ja,eher ja,eher ja,eher ja,ja,Das Problem war mir seit Jahren bekannt. Es betrifft meinen derzeitigen Wohnort 01328 aber nicht direkt.,"Ist ok, wenn das bergamt sich um die menschen in der gegend kümmert",Option B,Option B,Option A,Option A,Option B,Option A,nein,eher hoch,Keine Angabe,Keine Angabe,Keine Angabe,3,-1,-1,eher hoch,eher gering,gering,Nein,Keine Angabe,Keine Angabe,Keine Angabe,eher ja,Keine Angabe,Keine Angabe,Keine Angabe,Ja,,,,In unserer Umgebung ist Radon nicht bekannt.,,eher ja,Keine Angabe,ja,ja,eher ja,stimme eher zu,stimme eher zu,stimme eher zu,stimme zu,stimme eher nicht zu,Keine Angabe,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme nicht zu,stimme eher zu,Keine Angabe,Keine Angabe,stimme zu,stimme nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,stimme eher nicht zu,2.0,2.0,0.0,2.8,4.7,0.5,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
90,Weiblich,1965,83088,Hochschulabschluß,2,Nein,Nein,Ich wohne im eigenen Haus bzw. in der eigenen Wohnung.,Nein,in einem  Ein- oder Zweifamilienhaus,länger als 10 Jahre,6 bis 10 Jahre,Erdgeschoß,Ja,Edelgas,1,Nicht ausgewählt,ausgewählt,Nicht ausgewählt,Nicht ausgewählt,Nicht ausgewählt,eher ja,nein,ja,eher ja,eher ja,nein,Keine Angabe,eher gering,eher gering,Ja,Nein,,Nein,,Nein,Nein,hohe Wirksamkeit,keine Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,eher geringe Wirksamkeit,Keine Angabe,Ich wohne angrenzend zu einem Radon-Gebiet bzw. durchschnittlich zeigen die Messungen vor Ort Werte unter dem Referenzwert von 100 kBq/m3 an.,ja,ja,ja,ja,ja,eher ja,ja,ja,ja,ja,Alles.Ist professionell.,-,Option A,Option B,Option A,Option A,Option B,Option B,eher nein,gering,eher gering,eher gering,eher gering,4,3,2,eher gering,Keine Angabe,eher gering,Nein,nein,nein,eher ja,ja,eher ja,eher ja,eher nein,Keine Angabe,,,,,,eher ja,eher ja,ja,ja,eher nein,stimme eher nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme nicht zu,stimme zu,stimme eher nicht zu,stimme zu,stimme eher zu,stimme eher zu,stimme zu,Keine Angabe,stimme eher zu,stimme zu,stimme eher zu,stimme eher nicht zu,stimme eher zu,stimme eher zu,stimme nicht zu,stimme eher zu,stimme nicht zu,stimme eher nicht zu,1.75,2.8333333333333335,2.0,3.2,4.9,1.0,not_clicked,not_clicked,not_clicked,clicked,not_clicked,clicked,not_clicked,not_clicked,not_clicked,Angrenzend zu einem Radon-Gebieten-Eigentum*innen
